county,precinct,office,district,party,candidate,votes,winner
Prince George's,,House of Delegates,,Democratic,Carolyn J. B. Howard,17309,TRUE
Prince George's,,House of Delegates,,Democratic,Michael L. Vaughn,17333,TRUE
Prince George's,,House of Delegates,,Democratic,Eugene F. Kennedy,36,
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,71,
Prince George's,,House of Delegates,,Democratic,Anthony Brown,21350,TRUE
Prince George's,,House of Delegates,,Democratic,Dereck Eugene Davis,19585,TRUE
Prince George's,,House of Delegates,,Democratic,Melony Ghee Griffith,20163,TRUE
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,69,
Prince George's,,House of Delegates,,Democratic,Darryl A. Kelley,21306,TRUE
Prince George's,,House of Delegates,,Democratic,Obie Patterson,21794,TRUE
Prince George's,,House of Delegates,,Democratic,Veronica Turner,22482,TRUE
Prince George's,,House of Delegates,,Republican,Dale L. Anderson,3562,
Prince George's,,House of Delegates,,Republican,Max Buff,2623,
Prince George's,,House of Delegates,,Republican,JoAnn Fisher,3675,
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,38,
Calvert,,House of Delegates,,Democratic,James E. Proctor,1528,TRUE
Calvert,,House of Delegates,,Democratic,Joseph F. Vallario,1749,TRUE
Calvert,,House of Delegates,,Republican,Kenneth S. Brown,2266,
Calvert,,House of Delegates,,Republican,Albert D. Larsen,2376,
Calvert,,House of Delegates,,Both Parties,Other Write-Ins,3,
Prince George's,,House of Delegates,,Democratic,James E. Proctor,15428,TRUE
Prince George's,,House of Delegates,,Democratic,Joseph F. Vallario,14447,TRUE
Prince George's,,House of Delegates,,Republican,Kenneth S. Brown,3549,
Prince George's,,House of Delegates,,Republican,Albert D. Larsen,3426,
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,33,
Calvert,,House of Delegates,,Democratic,George W. Owings,9753,TRUE
Calvert,,House of Delegates,,Both Parties,Other Write-Ins,191,
Charles,,House of Delegates,,Democratic,Sally Jameson,18476,TRUE
Charles,,House of Delegates,,Democratic,Jim Jarboe,16577,
Charles,,House of Delegates,,Democratic,Van T. Mitchell,18238,TRUE
Charles,,House of Delegates,,Republican,Robert Boudreaux,9289,
Charles,,House of Delegates,,Republican,James Crawford,12109,
Charles,,House of Delegates,,Republican,"Thomas E. ""Tim"" Hutchins",19037,TRUE
Charles,,House of Delegates,,Both Parties,Other Write-Ins,48,
Charles,,House of Delegates,,Democratic,John F. Wood,574,TRUE
Charles,,House of Delegates,,Both Parties,Other Write-Ins,25,
St. Mary's,,House of Delegates,,Democratic,John F. Wood,9242,TRUE
St. Mary's,,House of Delegates,,Both Parties,Other Write-Ins,177,
St. Mary's,,House of Delegates,,Democratic,John L. Bohanan,6340,TRUE
St. Mary's,,House of Delegates,,Republican,Joseph L. Dick,4434,
St. Mary's,,House of Delegates,,Both Parties,Other Write-Ins,2,
Calvert,,House of Delegates,,Democratic,Pat Buehler,4477,
Calvert,,House of Delegates,,Republican,Anthony J. O'Donnell,4449,TRUE
Calvert,,House of Delegates,,Both Parties,Other Write-Ins,1,
St. Mary's,,House of Delegates,,Democratic,Pat Buehler,1109,
St. Mary's,,House of Delegates,,Republican,Anthony J. O'Donnell,1578,TRUE
St. Mary's,,House of Delegates,,Both Parties,Other Write-Ins,5,
Anne Arundel,,House of Delegates,,Democratic,Michael E. Busch,22422,TRUE
Anne Arundel,,House of Delegates,,Democratic,Virginia P. Clagett,21875,TRUE
Anne Arundel,,House of Delegates,,Democratic,Dick D'Amato,20545,
Anne Arundel,,House of Delegates,,Republican,Nancy Almgren,18861,
Anne Arundel,,House of Delegates,,Republican,Michael Collins,19140,
Anne Arundel,,House of Delegates,,Republican,Herb McMillan,20972,TRUE
Anne Arundel,,House of Delegates,,Green,David M. Gross,2536,
Anne Arundel,,House of Delegates,,Both Parties,Other Write-Ins,71,
Anne Arundel,,House of Delegates,,Democratic,Joan Cadden,16906,TRUE
Anne Arundel,,House of Delegates,,Democratic,Thomas J. Fleckenstein,13404,
Anne Arundel,,House of Delegates,,Democratic,Mary Rosso,15127,
Anne Arundel,,House of Delegates,,Republican,Don Dwyer,16807,TRUE
Anne Arundel,,House of Delegates,,Republican,Thomas R. Gardner,15321,
Anne Arundel,,House of Delegates,,Republican,John R. Leopold,24937,TRUE
Anne Arundel,,House of Delegates,,Both Parties,Other Write-Ins,73,
Anne Arundel,,House of Delegates,,Democratic,Mary Ann Love,16646,TRUE
Anne Arundel,,House of Delegates,,Democratic,Theodore Sophocleus,16842,TRUE
Anne Arundel,,House of Delegates,,Democratic,Victor A. Sulin,13694,
Anne Arundel,,House of Delegates,,Republican,Robert G. Pepersack,14628,
Anne Arundel,,House of Delegates,,Republican,James E. Rzepkowski,18299,TRUE
Anne Arundel,,House of Delegates,,Republican,David P. Starr,12020,
Anne Arundel,,House of Delegates,,Both Parties,Other Write-Ins,82,
Anne Arundel,,House of Delegates,,Democratic,Steve Rizzi,10939,
Anne Arundel,,House of Delegates,,Democratic,Jim Snider,11427,
Anne Arundel,,House of Delegates,,Republican,David Boschert,20279,TRUE
Anne Arundel,,House of Delegates,,Republican,Tony McConkey,16157,TRUE
Anne Arundel,,House of Delegates,,Unaffiliated,Michael Anthony Lagana,2622,
Anne Arundel,,House of Delegates,,Both Parties,Other Write-Ins,31,
Anne Arundel,,House of Delegates,,Democratic,Dotty Chaney,7885,
Anne Arundel,,House of Delegates,,Republican,Bob A. Costa,9553,TRUE
Anne Arundel,,House of Delegates,,Both Parties,Other Write-Ins,7,
Cecil,,House of Delegates,,Democratic,Mary-Dulany James,185,TRUE
Cecil,,House of Delegates,,Democratic,B. Daniel Riley,151,
Cecil,,House of Delegates,,Republican,Charles R. Boutin,190,TRUE
Cecil,,House of Delegates,,Both Parties,Other Write-Ins,0,
Harford,,House of Delegates,,Democratic,Mary-Dulany James,10762,TRUE
Harford,,House of Delegates,,Democratic,B. Daniel Riley,9806,
Harford,,House of Delegates,,Republican,Charles R. Boutin,10992,TRUE
Harford,,House of Delegates,,Both Parties,Other Write-Ins,59,
Cecil,,House of Delegates,,Democratic,David D. Rudolph,6762,TRUE
Cecil,,House of Delegates,,Republican,William W. Herold,5239,
Cecil,,House of Delegates,,Both Parties,Other Write-Ins,6,
Harford,,House of Delegates,,Republican,Barry Glassman,22463,TRUE
Harford,,House of Delegates,,Republican,Joanne S. Parrott,22801,TRUE
Harford,,House of Delegates,,Both Parties,Other Write-Ins,387,
Harford,,House of Delegates,,Democratic,David E. Carey,6444,
Harford,,House of Delegates,,Republican,Susan K. McComas,10273,TRUE
Harford,,House of Delegates,,Both Parties,Other Write-Ins,12,
Caroline,,House of Delegates,,Democratic,Wheeler R. Baker,1390,
Caroline,,House of Delegates,,Democratic,James G. Crouse,1399,
Caroline,,House of Delegates,,Republican,Michael D. Smigiel,1639,TRUE
Caroline,,House of Delegates,,Republican,Richard Sossi,1711,TRUE
Caroline,,House of Delegates,,Republican,Mary Roe Walkup,2381,TRUE
Caroline,,House of Delegates,,Both Parties,Other Write-Ins,25,
Cecil,,House of Delegates,,Democratic,Wheeler R. Baker,4777,
Cecil,,House of Delegates,,Democratic,James G. Crouse,5729,
Cecil,,House of Delegates,,Republican,Michael D. Smigiel,6254,TRUE
Cecil,,House of Delegates,,Republican,Richard Sossi,6068,TRUE
Cecil,,House of Delegates,,Republican,Mary Roe Walkup,8205,TRUE
Cecil,,House of Delegates,,Both Parties,Other Write-Ins,119,
Kent,,House of Delegates,,Democratic,Wheeler R. Baker,3373,
Kent,,House of Delegates,,Democratic,James G. Crouse,3346,
Kent,,House of Delegates,,Republican,Michael D. Smigiel,3124,TRUE
Kent,,House of Delegates,,Republican,Richard Sossi,3125,TRUE
Kent,,House of Delegates,,Republican,Mary Roe Walkup,6088,TRUE
Kent,,House of Delegates,,Both Parties,Other Write-Ins,0,
Queen Anne's,,House of Delegates,,Democratic,Wheeler R. Baker,8035,
Queen Anne's,,House of Delegates,,Democratic,James G. Crouse,5855,
Queen Anne's,,House of Delegates,,Republican,Michael D. Smigiel,8199,TRUE
Queen Anne's,,House of Delegates,,Republican,Richard Sossi,8194,TRUE
Queen Anne's,,House of Delegates,,Republican,Mary Roe Walkup,11556,TRUE
Queen Anne's,,House of Delegates,,Both Parties,Other Write-Ins,133,
Dorchester,,House of Delegates,,Democratic,Rudolph C. Cane,1321,TRUE
Dorchester,,House of Delegates,,Republican,Doug Scott,728,
Dorchester,,House of Delegates,,Both Parties,Other Write-Ins,0,
Wicomico,,House of Delegates,,Democratic,Rudolph C. Cane,3453,TRUE
Wicomico,,House of Delegates,,Republican,Doug Scott,2945,
Wicomico,,House of Delegates,,Both Parties,Other Write-Ins,9,
Caroline,,House of Delegates,,Republican,"Adelaide ""Addie"" Eckardt",3056,TRUE
Caroline,,House of Delegates,,Republican,Kenneth D. Schisler,3127,TRUE
Caroline,,House of Delegates,,Both Parties,Other Write-Ins,31,
Dorchester,,House of Delegates,,Republican,"Adelaide ""Addie"" Eckardt",6700,TRUE
Dorchester,,House of Delegates,,Republican,Kenneth D. Schisler,4375,TRUE
Dorchester,,House of Delegates,,Both Parties,Other Write-Ins,39,
Talbot,,House of Delegates,,Republican,"Adelaide ""Addie"" Eckardt",9187,TRUE
Talbot,,House of Delegates,,Republican,Kenneth D. Schisler,11262,TRUE
Talbot,,House of Delegates,,Both Parties,Other Write-Ins,94,
Wicomico,,House of Delegates,,Republican,"Adelaide ""Addie"" Eckardt",2157,TRUE
Wicomico,,House of Delegates,,Republican,Kenneth D. Schisler,1954,TRUE
Wicomico,,House of Delegates,,Both Parties,Other Write-Ins,36,
Somerset,,House of Delegates,,Democratic,Kirk G. Simpkins,3538,
Somerset,,House of Delegates,,Republican,D. Page Elmore,3134,TRUE
Somerset,,House of Delegates,,Both Parties,Other Write-Ins,5,
Wicomico,,House of Delegates,,Democratic,Kirk G. Simpkins,1858,
Wicomico,,House of Delegates,,Republican,D. Page Elmore,3677,TRUE
Wicomico,,House of Delegates,,Both Parties,Other Write-Ins,7,
Wicomico,,House of Delegates,,Democratic,Bennett Bozman,5024,TRUE
Wicomico,,House of Delegates,,Democratic,Norman H. Conway,5943,TRUE
Wicomico,,House of Delegates,,Republican,Jack Lord,3244,
Wicomico,,House of Delegates,,Republican,Jeanne Lynch,3759,
Wicomico,,House of Delegates,,Both Parties,Other Write-Ins,13,
Worcester,,House of Delegates,,Democratic,Bennett Bozman,10333,TRUE
Worcester,,House of Delegates,,Democratic,Norman H. Conway,8391,TRUE
Worcester,,House of Delegates,,Republican,Jack Lord,6591,
Worcester,,House of Delegates,,Republican,Jeanne Lynch,8445,
Worcester,,House of Delegates,,Both Parties,Other Write-Ins,13,
Montgomery,,House of Delegates,,Democratic,Charles Barkley,16509,TRUE
Montgomery,,House of Delegates,,Democratic,Nancy J. King,16477,TRUE
Montgomery,,House of Delegates,,Democratic,Joan Frances Stern,15461,TRUE
Montgomery,,House of Delegates,,Republican,Robert J. Smith,10490,
Montgomery,,House of Delegates,,Republican,Kyle Winkfield,10086,
Montgomery,,House of Delegates,,Republican,Bill Witham,9027,
Montgomery,,House of Delegates,,Unaffiliated,Bill White,1846,
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,73,
Baltimore City,,House of Delegates,,Democratic,Tony E. Fulton,15162,TRUE
Baltimore City,,House of Delegates,,Democratic,Salima Siler Marriott,14339,TRUE
Baltimore City,,House of Delegates,,Democratic,Howard Peters Rawlings,15859,TRUE
Baltimore City,,House of Delegates,,Both Parties,Other Write-Ins,167,
Baltimore City,,House of Delegates,,Democratic,Jill P. Carter,22643,TRUE
Baltimore City,,House of Delegates,,Democratic,Nathaniel T. Oaks,20335,TRUE
Baltimore City,,House of Delegates,,Democratic,"Samuel I. ""Sandy"" Rosenberg",21146,TRUE
Baltimore City,,House of Delegates,,Both Parties,Other Write-Ins,204,
Baltimore,,House of Delegates,,Democratic,James W. Campbell,18168,
Baltimore,,House of Delegates,,Democratic,Matthew Joseph,17478,
Baltimore,,House of Delegates,,Democratic,Stephen W. Lafferty,18958,
Baltimore,,House of Delegates,,Republican,Susan L. M. Aumann,21326,TRUE
Baltimore,,House of Delegates,,Republican,William J. Frank,20881,TRUE
Baltimore,,House of Delegates,,Republican,John G. Trueschler,21591,TRUE
Baltimore,,House of Delegates,,Green,Rick Kunkel,5464,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,66,
Baltimore City,,House of Delegates,,Democratic,Curt Anderson,21131,TRUE
Baltimore City,,House of Delegates,,Democratic,Ann Marie Doory,19999,TRUE
Baltimore City,,House of Delegates,,Democratic,Maggie McIntosh,21993,TRUE
Baltimore City,,House of Delegates,,Republican,John A. Heath,5243,
Baltimore City,,House of Delegates,,Green,Morning Sunday,152,
Baltimore City,,House of Delegates,,Both Parties,Other Write-Ins,97,
Baltimore City,,House of Delegates,,Democratic,Keith E. Haynes,12607,TRUE
Baltimore City,,House of Delegates,,Democratic,Ruth M. Kirk,14102,TRUE
Baltimore City,,House of Delegates,,Democratic,Jeffrey A. Paige,12068,TRUE
Baltimore City,,House of Delegates,,Republican,Arthur W. Cuffie,1874,
Baltimore City,,House of Delegates,,Republican,James E. Peters,1729,
Baltimore City,,House of Delegates,,Democratic,Sarah Matthews,229,
Baltimore City,,House of Delegates,,Both Parties,Other Write-Ins,81,
Baltimore City,,House of Delegates,,Democratic,Talmadge Branch,15501,TRUE
Baltimore City,,House of Delegates,,Democratic,Clarence Davis,16049,TRUE
Baltimore City,,House of Delegates,,Democratic,Hattie N. Harrison,15747,TRUE
Baltimore City,,House of Delegates,,Republican,Roxcelanna Nia Redmond,4055,
Baltimore City,,House of Delegates,,Both Parties,Other Write-Ins,58,
Baltimore City,,House of Delegates,,Democratic,Peter A. Hammen,14064,TRUE
Baltimore City,,House of Delegates,,Democratic,Carolyn Krysiak,14560,TRUE
Baltimore City,,House of Delegates,,Democratic,Brian K. McHale,14142,TRUE
Baltimore City,,House of Delegates,,Republican,L. Patrick Dail,5768,
Baltimore City,,House of Delegates,,Both Parties,Other Write-Ins,118,
Prince George's,,House of Delegates,,Democratic,Doyle Niemann,11406,TRUE
Prince George's,,House of Delegates,,Democratic,Rosetta C. Parker,12134,TRUE
Prince George's,,House of Delegates,,Democratic,Victor R. Ramirez,11284,TRUE
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,90,
Dorchester,,Judge of the Circuit Court,,Both Parties,Donald F. Johnson,8173,TRUE
Dorchester,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,19,
Wicomico,,Judge of the Circuit Court,,Both Parties,Kathleen L. Beckstead,18782,TRUE
Wicomico,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,153,
Baltimore,,Judge of the Circuit Court,,Both Parties,Patrick Cavanaugh,147872,TRUE
Baltimore,,Judge of the Circuit Court,,Both Parties,Michael J. Finifter,142676,TRUE
Baltimore,,Judge of the Circuit Court,,Both Parties,Ruth A. Jakubowski,158331,TRUE
Baltimore,,Judge of the Circuit Court,,Both Parties,Alexander Wright,132873,
Baltimore,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,1006,
Harford,,Judge of the Circuit Court,,Both Parties,William O. Carr,48976,TRUE
Harford,,Judge of the Circuit Court,,Both Parties,Stuart Jay Robinson,23994,
Harford,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,159,
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Nancy Davis-Loomis,118348,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Paul A. Hackner,102862,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,1122,
Frederick,,Judge of the Circuit Court,,Both Parties,George Edward Dwyer,51211,TRUE
Frederick,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,525,
Montgomery,,Judge of the Circuit Court,,Both Parties,DeLawrence Beard,162850,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,John W. Debelius,179478,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,Joseph A. Dugan,191696,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,Tom Eldridge,122364,
Montgomery,,Judge of the Circuit Court,,Both Parties,Eric Johnson,183575,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,William J. Rowan,173424,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,Ann N. Sundt,173817,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,1589,
Prince George's,,Judge of the Circuit Court,,Both Parties,Melanie Shaw Geter,135317,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Dwight Jackson,135978,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Sean D. Wallace,125061,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Julia B. Weatherly,126883,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,616,
Baltimore City,,Judge of the Circuit Court,,Both Parties,John M. Glynn,81447,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Clifton J. Gordy,81793,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,John Philip Miller,77205,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Lynn K. Stewart,80125,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Shirley M. Watts,86660,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Other Write-Ins,568,
Allegany,,"Judge, Court of Appeals",,Both Parties,Lynne Ann Battaglia,14133,TRUE
Carroll,,"Judge, Court of Appeals",,Both Parties,Lynne Ann Battaglia,40986,TRUE
Frederick,,"Judge, Court of Appeals",,Both Parties,Lynne Ann Battaglia,45253,TRUE
Garrett,,"Judge, Court of Appeals",,Both Parties,Lynne Ann Battaglia,5574,TRUE
Howard,,"Judge, Court of Appeals",,Both Parties,Lynne Ann Battaglia,69047,TRUE
Washington,,"Judge, Court of Appeals",,Both Parties,Lynne Ann Battaglia,25471,TRUE
Anne Arundel,,"Judge, Court of Appeals",,Both Parties,John C. Eldridge,120662,TRUE
Calvert,,"Judge, Court of Appeals",,Both Parties,John C. Eldridge,18246,TRUE
Charles,,"Judge, Court of Appeals",,Both Parties,John C. Eldridge,24258,TRUE
St. Mary's,,"Judge, Court of Appeals",,Both Parties,John C. Eldridge,18189,TRUE
Baltimore City,,"Judge, Court of Appeals",,Both Parties,Robert M. Bell,97459,TRUE
Allegany,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,14113,TRUE
Anne Arundel,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,120712,TRUE
Baltimore City,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,94760,TRUE
Baltimore,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,186827,TRUE
Calvert,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,18146,TRUE
Caroline,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,5375,TRUE
Carroll,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,40275,TRUE
Cecil,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,16692,TRUE
Charles,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,24397,TRUE
Dorchester,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,6226,TRUE
Frederick,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,44969,TRUE
Garrett,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,5537,TRUE
Harford,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,58092,TRUE
Howard,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,67909,TRUE
Kent,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,4808,TRUE
Montgomery,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,206645,TRUE
Prince George's,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,17610,TRUE
Queen Anne's,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,10382,TRUE
St. Mary's,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,18163,TRUE
Somerset,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,4147,TRUE
Talbot,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,9439,TRUE
Washington,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,25206,TRUE
Wicomico,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,17222,TRUE
Worcester,,"Judge, Court of Special Appeals At Large",,Both Parties,Mary Ellen Barbera,13068,TRUE
Allegany,,"Judge, Court of Special Appeals",,Both Parties,J. Frederick Sharer,16660,TRUE
Carroll,,"Judge, Court of Special Appeals",,Both Parties,J. Frederick Sharer,39275,TRUE
Frederick,,"Judge, Court of Special Appeals",,Both Parties,J. Frederick Sharer,44465,TRUE
Garrett,,"Judge, Court of Special Appeals",,Both Parties,J. Frederick Sharer,5808,TRUE
Howard,,"Judge, Court of Special Appeals",,Both Parties,J. Frederick Sharer,65961,TRUE
Washington,,"Judge, Court of Special Appeals",,Both Parties,J. Frederick Sharer,24943,TRUE
Anne Arundel,,"Judge, Court of Special Appeals",,Both Parties,Clayton Greene,120173,TRUE
Calvert,,"Judge, Court of Special Appeals",,Both Parties,Clayton Greene,17481,TRUE
Charles,,"Judge, Court of Special Appeals",,Both Parties,Clayton Greene,23773,TRUE
St. Mary's,,"Judge, Court of Special Appeals",,Both Parties,Clayton Greene,17594,TRUE
Baltimore City,,"Judge, Court of Special Appeals",,Both Parties,Arrie W. Davis,94214,TRUE
Allegany,,Statewide Ballot Question,,,Question 01,13866,TRUE
Anne Arundel,,Statewide Ballot Question,,,Question 01,129181,TRUE
Baltimore City,,Statewide Ballot Question,,,Question 01,97850,TRUE
Baltimore,,Statewide Ballot Question,,,Question 01,190611,TRUE
Calvert,,Statewide Ballot Question,,,Question 01,18450,TRUE
Caroline,,Statewide Ballot Question,,,Question 01,5145,TRUE
Carroll,,Statewide Ballot Question,,,Question 01,41467,TRUE
Cecil,,Statewide Ballot Question,,,Question 01,17447,TRUE
Charles,,Statewide Ballot Question,,,Question 01,24873,TRUE
Dorchester,,Statewide Ballot Question,,,Question 01,6412,TRUE
Frederick,,Statewide Ballot Question,,,Question 01,45853,TRUE
Garrett,,Statewide Ballot Question,,,Question 01,5517,TRUE
Harford,,Statewide Ballot Question,,,Question 01,63443,TRUE
Howard,,Statewide Ballot Question,,,Question 01,74722,TRUE
Kent,,Statewide Ballot Question,,,Question 01,4581,TRUE
Montgomery,,Statewide Ballot Question,,,Question 01,229747,TRUE
Prince George's,,Statewide Ballot Question,,,Question 01,157847,TRUE
Queen Anne's,,Statewide Ballot Question,,,Question 01,11519,TRUE
St. Mary's,,Statewide Ballot Question,,,Question 01,17790,TRUE
Somerset,,Statewide Ballot Question,,,Question 01,3386,TRUE
Talbot,,Statewide Ballot Question,,,Question 01,9581,TRUE
Washington,,Statewide Ballot Question,,,Question 01,24415,TRUE
Wicomico,,Statewide Ballot Question,,,Question 01,17592,TRUE
Worcester,,Statewide Ballot Question,,,Question 01,12130,TRUE
Allegany,,Statewide Ballot Question,,,Question 02,8564,TRUE
Anne Arundel,,Statewide Ballot Question,,,Question 02,71565,
Baltimore City,,Statewide Ballot Question,,,Question 02,68668,TRUE
Baltimore,,Statewide Ballot Question,,,Question 02,112737,TRUE
Calvert,,Statewide Ballot Question,,,Question 02,8917,
Caroline,,Statewide Ballot Question,,,Question 02,2860,
Carroll,,Statewide Ballot Question,,,Question 02,21048,
Cecil,,Statewide Ballot Question,,,Question 02,8617,
Charles,,Statewide Ballot Question,,,Question 02,12947,
Dorchester,,Statewide Ballot Question,,,Question 02,4006,TRUE
Frederick,,Statewide Ballot Question,,,Question 02,22704,
Garrett,,Statewide Ballot Question,,,Question 02,3075,
Harford,,Statewide Ballot Question,,,Question 02,30773,
Howard,,Statewide Ballot Question,,,Question 02,37643,
Kent,,Statewide Ballot Question,,,Question 02,2536,
Montgomery,,Statewide Ballot Question,,,Question 02,117465,
Prince George's,,Statewide Ballot Question,,,Question 02,88610,TRUE
Queen Anne's,,Statewide Ballot Question,,,Question 02,6173,
St. Mary's,,Statewide Ballot Question,,,Question 02,9227,
Somerset,,Statewide Ballot Question,,,Question 02,2013,TRUE
Talbot,,Statewide Ballot Question,,,Question 02,5204,
Washington,,Statewide Ballot Question,,,Question 02,13126,
Wicomico,,Statewide Ballot Question,,,Question 02,9575,
Worcester,,Statewide Ballot Question,,,Question 02,7261,TRUE
Allegany,,Statewide Ballot Question,,,Question 03,7058,TRUE
Anne Arundel,,Statewide Ballot Question,,,Question 03,68613,TRUE
Baltimore City,,Statewide Ballot Question,,,Question 03,62489,TRUE
Baltimore,,Statewide Ballot Question,,,Question 03,93776,TRUE
Calvert,,Statewide Ballot Question,,,Question 03,8186,
Caroline,,Statewide Ballot Question,,,Question 03,2440,
Carroll,,Statewide Ballot Question,,,Question 03,17872,
Cecil,,Statewide Ballot Question,,,Question 03,7417,
Charles,,Statewide Ballot Question,,,Question 03,11141,TRUE
Dorchester,,Statewide Ballot Question,,,Question 03,2870,TRUE
Frederick,,Statewide Ballot Question,,,Question 03,22242,TRUE
Garrett,,Statewide Ballot Question,,,Question 03,2418,
Harford,,Statewide Ballot Question,,,Question 03,26901,
Howard,,Statewide Ballot Question,,,Question 03,41954,TRUE
Kent,,Statewide Ballot Question,,,Question 03,2132,TRUE
Montgomery,,Statewide Ballot Question,,,Question 03,177148,TRUE
Prince George's,,Statewide Ballot Question,,,Question 03,104794,TRUE
Queen Anne's,,Statewide Ballot Question,,,Question 03,5841,TRUE
St. Mary's,,Statewide Ballot Question,,,Question 03,8779,TRUE
Somerset,,Statewide Ballot Question,,,Question 03,1467,TRUE
Talbot,,Statewide Ballot Question,,,Question 03,4005,TRUE
Washington,,Statewide Ballot Question,,,Question 03,10259,
Wicomico,,Statewide Ballot Question,,,Question 03,7763,TRUE
Worcester,,Statewide Ballot Question,,,Question 03,6444,TRUE
