county,precinct,office,district,party,candidate,votes,winner
Baltimore,,State Senator,,Democratic,Thomas L. Bromwell,21921,TRUE
Baltimore,,State Senator,,Republican,William Rush,10557,
Baltimore,,State Senator,,Democratic,Anthony O. Blades,15780,
Baltimore,,State Senator,,Republican,Andrew P. Harris,24814,TRUE
Baltimore City,,State Senator,,Democratic,Delores G. Kelley,4686,TRUE
Baltimore,,State Senator,,Democratic,Delores G. Kelley,21309,TRUE
Baltimore,,State Senator,,Democratic,Paula C. Hollinger,33726,TRUE
Baltimore,,State Senator,,Democratic,Edward J. Kasemeyer,9327,TRUE
Baltimore,,State Senator,,Republican,David P. Maier,7279,
Howard,,State Senator,,Democratic,Edward J. Kasemeyer,11626,TRUE
Howard,,State Senator,,Republican,David P. Maier,8370,
Howard,,State Senator,,Democratic,Raymond M. Rankin,12438,
Howard,,State Senator,,Republican,Martin G. Madden,16671,TRUE
Prince George's,,State Senator,,Democratic,Raymond M. Rankin,2624,
Prince George's,,State Senator,,Republican,Martin G. Madden,2736,TRUE
Howard,,State Senator,,Democratic,David S. Hantman,11668,
Howard,,State Senator,,Republican,Christopher J. McCabe,19553,TRUE
Montgomery,,State Senator,,Democratic,David S. Hantman,8081,
Montgomery,,State Senator,,Republican,Christopher J. McCabe,7540,TRUE
Montgomery,,State Senator,,Republican,Jean W. Roesser,20824,TRUE
Montgomery,,State Senator,,Democratic,Gail Ewing,20073,
Montgomery,,State Senator,,Democratic,Brian E. Frosh,28311,TRUE
Montgomery,,State Senator,,Republican,Augustus Alzona,12564,
Montgomery,,State Senator,,Democratic,Jennie M. Forehand,20099,TRUE
Montgomery,,State Senator,,Republican,Frederick Ugast,9532,
Montgomery,,State Senator,,Democratic,Christopher VanHollen,24111,TRUE
Montgomery,,State Senator,,Republican,Mark Spradley,8818,
Montgomery,,State Senator,,Democratic,Leonard H. Teitelbaum,25358,TRUE
Montgomery,,State Senator,,Republican,Lynn Siguenza,11515,
Montgomery,,State Senator,,Democratic,Ida G. Ruben,22501,TRUE
Montgomery,,State Senator,,Republican,Thomas R. Falcinelli,5696,
Montgomery,,State Senator,,Democratic,Arthur Dorman,1326,TRUE
Montgomery,,State Senator,,Republican,Richard Burkhart,220,
Prince George's,,State Senator,,Democratic,Arthur Dorman,13920,TRUE
Prince George's,,State Senator,,Republican,Richard Burkhart,6165,
Prince George's,,State Senator,,Democratic,Paul G. Pinsky,16582,TRUE
Prince George's,,State Senator,,Democratic,Leo E. Green,29164,TRUE
Prince George's,,State Senator,,Democratic,Nathaniel Exum,21316,TRUE
Prince George's,,State Senator,,Democratic,Ulysses Currie,21934,TRUE
Prince George's,,State Senator,,Democratic,Gloria Lawlah,25303,TRUE
Anne Arundel,,State Senator,,Democratic,Thomas V. Mike Miller Jr.,1943,TRUE
Anne Arundel,,State Senator,,Republican,Robert A. Sturgell,2273,
Calvert,,State Senator,,Democratic,Thomas V. Mike Miller Jr.,4688,TRUE
Calvert,,State Senator,,Republican,Robert A. Sturgell,4511,
Prince George's,,State Senator,,Democratic,Thomas V. Mike Miller Jr.,20951,TRUE
Prince George's,,State Senator,,Republican,Robert A. Sturgell,5403,
Charles,,State Senator,,Democratic,Thomas McLain Middleton,19722,TRUE
Charles,,State Senator,,Republican,Allan R. Smith,11710,
Calvert,,State Senator,,Democratic,Roy Dyson,7627,TRUE
Calvert,,State Senator,,Republican,Culver Sprogle Ladd,5006,
St. Mary's,,State Senator,,Democratic,Roy Dyson,17144,TRUE
St. Mary's,,State Senator,,Republican,Culver Sprogle Ladd,4380,
Anne Arundel,,State Senator,,Democratic,John C. Astle,26029,TRUE
Anne Arundel,,State Senator,,Republican,Peter James DeNucci,14154,
Anne Arundel,,State Senator,,Democratic,Philip C. Jimeno,22917,TRUE
Anne Arundel,,State Senator,,Republican,Jacqueline J. Turley,11364,
Anne Arundel,,State Senator,,Democratic,James E. DeGrange Sr.,15445,TRUE
Anne Arundel,,State Senator,,Republican,Edward Middlebrooks,14358,
Anne Arundel,,State Senator,,Republican,Robert R. Neall,32088,TRUE
Harford,,State Senator,,Democratic,Mary Louise Preis,18857,
Harford,,State Senator,,Republican,Nancy Jacobs,18996,TRUE
Cecil,,State Senator,,Democratic,Donald C. Fry,4811,
Cecil,,State Senator,,Republican,J. Robert Hooper,4770,TRUE
Harford,,State Senator,,Democratic,Donald C. Fry,13559,
Harford,,State Senator,,Republican,J. Robert Hooper,17971,TRUE
Caroline,,State Senator,,Democratic,Walter M. Baker,455,TRUE
Caroline,,State Senator,,Republican,Allaire D. Williams,370,
Cecil,,State Senator,,Democratic,Walter M. Baker,5612,TRUE
Cecil,,State Senator,,Republican,Allaire D. Williams,4910,
Kent,,State Senator,,Democratic,Walter M. Baker,4039,TRUE
Kent,,State Senator,,Republican,Allaire D. Williams,2203,
Queen Anne's,,State Senator,,Democratic,Walter M. Baker,7271,TRUE
Queen Anne's,,State Senator,,Republican,Allaire D. Williams,5158,
Talbot,,State Senator,,Democratic,Walter M. Baker,1140,TRUE
Talbot,,State Senator,,Republican,Allaire D. Williams,1009,
Caroline,,State Senator,,Democratic,Robert Alan Thornton Jr.,3179,
Caroline,,State Senator,,Republican,Richard F. Colburn,2849,TRUE
Dorchester,,State Senator,,Democratic,Robert Alan Thornton Jr.,3563,
Dorchester,,State Senator,,Republican,Richard F. Colburn,5188,TRUE
Talbot,,State Senator,,Democratic,Robert Alan Thornton Jr.,2919,
Talbot,,State Senator,,Republican,Richard F. Colburn,6078,TRUE
Wicomico,,State Senator,,Democratic,Robert Alan Thornton Jr.,3362,
Wicomico,,State Senator,,Republican,Richard F. Colburn,4350,TRUE
Somerset,,State Senator,,Democratic,Donald Ewalt,1669,
Somerset,,State Senator,,Republican,J. Lowell Stoltzfus,4459,TRUE
Wicomico,,State Senator,,Democratic,Donald Ewalt,5217,
Wicomico,,State Senator,,Republican,J. Lowell Stoltzfus,8043,TRUE
Worcester,,State Senator,,Democratic,Donald Ewalt,5548,
Worcester,,State Senator,,Republican,J. Lowell Stoltzfus,9620,TRUE
Montgomery,,State Senator,,Democratic,Maurice Miles,14187,
Montgomery,,State Senator,,Republican,Patrick J. Hogan,17082,TRUE
Baltimore City,,State Senator,,Democratic,Ralph M. Hughes,16818,TRUE
Baltimore City,,State Senator,,Republican,Melvin E. Stubbs,683,
Baltimore City,,State Senator,,Democratic,Clarence W. Blount,17388,TRUE
Baltimore City,,State Senator,,Democratic,Barbara A. Hoffman,17256,TRUE
Baltimore,,State Senator,,Democratic,Barbara A. Hoffman,8327,TRUE
Baltimore City,,State Senator,,Democratic,Joan Carter Conway,20120,TRUE
Baltimore City,,State Senator,,Independent,Nimrod Westcott Jr.,2914,
Baltimore City,,State Senator,,Democratic,Clarence M. Mitchell IV,11304,TRUE
Baltimore City,,State Senator,,Democratic,Nathaniel J. McFadden,15005,TRUE
Baltimore City,,State Senator,,Democratic,Perry Sfikas,12770,TRUE
Baltimore,,State Senator,,Democratic,Perry Sfikas,2121,TRUE
Baltimore City,,State Senator,,Democratic,George W. Della,8937,TRUE
Baltimore City,,State Senator,,Republican,Edward Fowler,1734,
Baltimore,,State Senator,,Democratic,George W. Della,6879,TRUE
Baltimore,,State Senator,,Republican,Edward Fowler,4279,
Allegany,,House of Delegates,,Democratic,Lawson L. Duckworth,212,
Allegany,,House of Delegates,,Republican,George C. Edwards,1262,TRUE
Garrett,,House of Delegates,,Democratic,Lawson L. Duckworth,1458,
Garrett,,House of Delegates,,Republican,George C. Edwards,6737,TRUE
Allegany,,House of Delegates,,Democratic,Kevin Kelly,5232,TRUE
Allegany,,House of Delegates,,Republican,Patricia Wolfe,4991,
Allegany,,House of Delegates,,Democratic,Casper R. Taylor Jr.,6205,TRUE
Allegany,,House of Delegates,,Republican,Eileen Brinker Steele,2648,
Washington,,House of Delegates,,Republican,Robert A. McKee,8198,TRUE
Washington,,House of Delegates,,Democratic,D. Bruce Poole,4626,
Washington,,House of Delegates,,Republican,Christopher B. Shank,4873,TRUE
Washington,,House of Delegates,,Democratic,John P. Donoghue,4996,TRUE
Washington,,House of Delegates,,Democratic,(Write-in) Paul Muldowney,956,
Frederick,,House of Delegates,,Democratic,C. Sue Hecht,14565,TRUE
Frederick,,House of Delegates,,Democratic,David P. Koontz,8775,
Frederick,,House of Delegates,,Democratic,Richard L. Stup,11149,
Frederick,,House of Delegates,,Republican,Joseph R. Bartlett,11995,TRUE
Frederick,,House of Delegates,,Republican,William M. Castle,11973,
Frederick,,House of Delegates,,Republican,Louise V. Snodgrass,15238,TRUE
Washington,,House of Delegates,,Democratic,C. Sue Hecht,3403,TRUE
Washington,,House of Delegates,,Democratic,David P. Koontz,2083,
Washington,,House of Delegates,,Democratic,Richard L. Stup,2042,
Washington,,House of Delegates,,Republican,Joseph R. Bartlett,3789,TRUE
Washington,,House of Delegates,,Republican,William M. Castle,3278,
Washington,,House of Delegates,,Republican,Louise V. Snodgrass,3958,TRUE
Frederick,,House of Delegates,,Democratic,Valerie M. Hertges,9892,
Frederick,,House of Delegates,,Republican,David R. Brinkley,15383,TRUE
Frederick,,House of Delegates,,Republican,Paul S. Stull,14559,TRUE
Carroll,,House of Delegates,,Democratic,Ann M. Ballard,2830,
Carroll,,House of Delegates,,Republican,Donald B. Elliott,5366,TRUE
Frederick,,House of Delegates,,Democratic,Ann M. Ballard,622,
Frederick,,House of Delegates,,Republican,Donald B. Elliott,1531,TRUE
Carroll,,House of Delegates,,Democratic,Ellen Willis Miller,16735,
Carroll,,House of Delegates,,Republican,Carmen Amedori,21969,TRUE
Carroll,,House of Delegates,,Republican,Joseph M. Getty,25114,TRUE
Carroll,,House of Delegates,,Republican,Nancy R. Stocksdale,27665,TRUE
Baltimore,,House of Delegates,,Democratic,Diane DeCarlo,12146,TRUE
Baltimore,,House of Delegates,,Democratic,Nancy Hubers,12150,TRUE
Baltimore,,House of Delegates,,Democratic,Michael H. Weir,11823,TRUE
Baltimore,,House of Delegates,,Republican,Michael J. Davis,8451,
Baltimore,,House of Delegates,,Republican,Joseph A. DiCara,10483,
Baltimore,,House of Delegates,,Republican,Timothy P. Knepp,8260,
Harford,,House of Delegates,,Democratic,Diane DeCarlo,964,TRUE
Harford,,House of Delegates,,Democratic,Nancy Hubers,1004,TRUE
Harford,,House of Delegates,,Democratic,Michael H. Weir,1005,TRUE
Harford,,House of Delegates,,Republican,Michael J. Davis,1148,
Harford,,House of Delegates,,Republican,Joseph A. DiCara,1220,
Harford,,House of Delegates,,Republican,Timothy P. Knepp,1083,
Baltimore,,House of Delegates,,Democratic,John S. Arnick,14385,TRUE
Baltimore,,House of Delegates,,Democratic,Joseph Minnick,15095,TRUE
Baltimore,,House of Delegates,,Democratic,Jacob J. Mohorovic Jr.,16338,TRUE
Baltimore,,House of Delegates,,Republican,Gary Adams,6178,
Baltimore,,House of Delegates,,Republican,Jane Brooks,9792,
Baltimore,,House of Delegates,,Republican,Russell Mirabile,8947,
Baltimore City,,House of Delegates,,Democratic,J. Joseph Curran III,846,
Baltimore City,,House of Delegates,,Democratic,Katherine Ann Klausmeier,758,TRUE
Baltimore City,,House of Delegates,,Democratic,Taras Andrew Vizzi,401,
Baltimore City,,House of Delegates,,Republican,Joseph C. Boteler III,378,
Baltimore City,,House of Delegates,,Republican,James F. Ports Jr.,554,TRUE
Baltimore City,,House of Delegates,,Republican,Alfred W. Redmer Jr.,571,TRUE
Baltimore,,House of Delegates,,Democratic,J. Joseph Curran III,16737,
Baltimore,,House of Delegates,,Democratic,Katherine Ann Klausmeier,19077,TRUE
Baltimore,,House of Delegates,,Democratic,Taras Andrew Vizzi,9526,
Baltimore,,House of Delegates,,Republican,Joseph C. Boteler III,10928,
Baltimore,,House of Delegates,,Republican,James F. Ports Jr.,17202,TRUE
Baltimore,,House of Delegates,,Republican,Alfred W. Redmer Jr.,17275,TRUE
Baltimore,,House of Delegates,,Democratic,Stephen C. Kirsch,10584,
Baltimore,,House of Delegates,,Republican,Wade Kach,18382,TRUE
Baltimore,,House of Delegates,,Republican,Martha Scanlan Klima,19190,TRUE
Baltimore,,House of Delegates,,Republican,James M. Kelly,9514,TRUE
Baltimore City,,House of Delegates,,Democratic,Emmett C. Burns,4169,TRUE
Baltimore City,,House of Delegates,,Democratic,Adrienne Jones,3428,TRUE
Baltimore City,,House of Delegates,,Democratic,Shirley Nathan-Pulliam,4145,TRUE
Baltimore,,House of Delegates,,Democratic,Emmett C. Burns,19034,TRUE
Baltimore,,House of Delegates,,Democratic,Adrienne Jones,17248,TRUE
Baltimore,,House of Delegates,,Democratic,Shirley Nathan-Pulliam,17203,TRUE
Baltimore,,House of Delegates,,Democratic,Michael J. Finifter,26823,TRUE
Baltimore,,House of Delegates,,Democratic,Dan K. Morhaim,26452,TRUE
Baltimore,,House of Delegates,,Democratic,Robert A. Zirkin,24231,TRUE
Baltimore,,House of Delegates,,Republican,Christian Cavey,15574,
Baltimore,,House of Delegates,,Republican,Grant Harding,13710,
Baltimore,,House of Delegates,,Republican,Virginia G. Schuster,17825,
Baltimore,,House of Delegates,,Independent,(Write-in) William T. Newton,64,
Baltimore,,House of Delegates,,Democratic,Steven J. DeBoy Sr.,8450,
Baltimore,,House of Delegates,,Democratic,James E. Malone Jr.,10543,TRUE
Baltimore,,House of Delegates,,Republican,Donald E. Murphy,8150,TRUE
Baltimore,,House of Delegates,,Republican,Loyd V. Smith,5175,
Howard,,House of Delegates,,Democratic,Steven J. DeBoy Sr.,2219,
Howard,,House of Delegates,,Democratic,James E. Malone Jr.,2679,TRUE
Howard,,House of Delegates,,Republican,Donald E. Murphy,2770,TRUE
Howard,,House of Delegates,,Republican,Loyd V. Smith,2070,
Howard,,House of Delegates,,Democratic,Elizabeth Bobo,9625,TRUE
Howard,,House of Delegates,,Republican,Todd A. Arterburn,5430,
Howard,,House of Delegates,,Democratic,Shane Pendergrass,15791,TRUE
Howard,,House of Delegates,,Democratic,Frank S. Turner,14639,TRUE
Howard,,House of Delegates,,Republican,Michael Grasso,10690,
Howard,,House of Delegates,,Republican,Hans K. Meeder,10455,
Howard,,House of Delegates,,Democratic,John A. Giannetti Jr.,1348,TRUE
Howard,,House of Delegates,,Republican,John S. Morgan,1355,
Prince George's,,House of Delegates,,Democratic,John A. Giannetti Jr.,3602,TRUE
Prince George's,,House of Delegates,,Republican,John S. Morgan,2157,
Montgomery,,House of Delegates,,Democratic,Tod David Sher,7132,TRUE
Montgomery,,House of Delegates,,Republican,Patricia Anne Faulkner,6060,
Howard,,House of Delegates,,Democratic,William C. Woodcock Jr.,11859,
Howard,,House of Delegates,,Republican,Robert L. Flanagan,19765,TRUE
Howard,,House of Delegates,,Republican,Robert H. Kittleman,20607,TRUE
Montgomery,,House of Delegates,,Democratic,William C. Woodcock Jr.,1212,
Montgomery,,House of Delegates,,Republican,Robert L. Flanagan,1387,TRUE
Montgomery,,House of Delegates,,Republican,Robert H. Kittleman,1114,TRUE
Montgomery,,House of Delegates,,Democratic,David B. Dashefsky,17818,
Montgomery,,House of Delegates,,Democratic,Anthony Patrick Puca,16841,
Montgomery,,House of Delegates,,Democratic,Mark K. Shriver,26114,TRUE
Montgomery,,House of Delegates,,Republican,William Ferner Askinazi,16882,
Montgomery,,House of Delegates,,Republican,Jean B. Cryor,22160,TRUE
Montgomery,,House of Delegates,,Republican,Richard LaVay,18395,TRUE
Montgomery,,House of Delegates,,Democratic,William A. Bronrott,26006,TRUE
Montgomery,,House of Delegates,,Democratic,Marilyn Goldwater,27502,TRUE
Montgomery,,House of Delegates,,Democratic,Nancy K. Kopp,27898,TRUE
Montgomery,,House of Delegates,,Republican,French Caldwell,13836,
Montgomery,,House of Delegates,,Republican,Adam S. Feuerstein,13074,
Montgomery,,House of Delegates,,Republican,Carol McChesney Palmer,13044,
Montgomery,,House of Delegates,,Democratic,Kumar P. Barve,18617,TRUE
Montgomery,,House of Delegates,,Democratic,Michael R. Gordon,18805,TRUE
Montgomery,,House of Delegates,,Democratic,Cheryl C. Kagan,18713,TRUE
Montgomery,,House of Delegates,,Republican,Barney Gorin,11293,
Montgomery,,House of Delegates,,Republican,Richard A. Marvin,9534,
Montgomery,,House of Delegates,,Republican,Christopher Russell,10078,
Montgomery,,House of Delegates,,Democratic,Leon G. Billings,23779,TRUE
Montgomery,,House of Delegates,,Democratic,Sharon Grosfeld,24306,TRUE
Montgomery,,House of Delegates,,Democratic,John Adams Hurson,23592,TRUE
Montgomery,,House of Delegates,,Republican,Albert Bullock,10602,
Montgomery,,House of Delegates,,Democratic,Henry B. Heller,25851,TRUE
Montgomery,,House of Delegates,,Democratic,Adrienne A. Mandel,25762,TRUE
Montgomery,,House of Delegates,,Democratic,Carol S. Petzold,25193,TRUE
Montgomery,,House of Delegates,,Republican,John Naughton,15100,
Montgomery,,House of Delegates,,Democratic,Dana Lee Dembrow,22396,TRUE
Montgomery,,House of Delegates,,Democratic,Peter Franchot,21208,TRUE
Montgomery,,House of Delegates,,Democratic,Sheila Ellis Hixson,21895,TRUE
Montgomery,,House of Delegates,,Republican,James K. Harrison Jr.,5602,
Montgomery,,House of Delegates,,Republican,Franklin U. Hackenberg,5163,
Montgomery,,House of Delegates,,Republican,John C. Leahy,6020,
Montgomery,,House of Delegates,,Democratic,Barbara A. Frush,1274,TRUE
Montgomery,,House of Delegates,,Democratic,Pauline H. Menes,1246,TRUE
Montgomery,,House of Delegates,,Democratic,Brian R. Moe,1212,TRUE
Montgomery,,House of Delegates,,Republican,John W. Anna Jr.,192,
Montgomery,,House of Delegates,,Republican,Benny P Aquilino,205,
Montgomery,,House of Delegates,,Republican,Frances C. Shellenberger,214,
Prince George's,,House of Delegates,,Democratic,Barbara A. Frush,13227,TRUE
Prince George's,,House of Delegates,,Democratic,Pauline H. Menes,13623,TRUE
Prince George's,,House of Delegates,,Democratic,Brian R. Moe,12841,TRUE
Prince George's,,House of Delegates,,Republican,John W. Anna Jr.,6330,
Prince George's,,House of Delegates,,Republican,Benny P Aquilino,5759,
Prince George's,,House of Delegates,,Republican,Frances C. Shellenberger,6357,
Prince George's,,House of Delegates,,Democratic,Anne Healey,11204,TRUE
Prince George's,,House of Delegates,,Democratic,Richard A. Palumbo,11375,TRUE
Prince George's,,House of Delegates,,Democratic,Rushern L. Baker III,4630,TRUE
Prince George's,,House of Delegates,,Republican,Peter Justesen,923,
Prince George's,,House of Delegates,,Democratic,Mary A. Conroy,27018,TRUE
Prince George's,,House of Delegates,,Democratic,James W. Hubbard,25100,TRUE
Prince George's,,House of Delegates,,Democratic,Joan Breslin Pitkin,26904,TRUE
Prince George's,,House of Delegates,,Republican,Joseph Marvin Braswell Sr.,10029,
Prince George's,,House of Delegates,,Republican,Paul Tucker,9996,
Prince George's,,House of Delegates,,Democratic,Joanne C. Benson,20137,TRUE
Prince George's,,House of Delegates,,Democratic,Carolyn J.B. Howard,20123,TRUE
Prince George's,,House of Delegates,,Democratic,Darren M. Swain,19396,TRUE
Prince George's,,House of Delegates,,Democratic,Anthony Brown,20660,TRUE
Prince George's,,House of Delegates,,Democratic,Dereck E. Davis,20262,TRUE
Prince George's,,House of Delegates,,Democratic,Melony Griffith,20595,TRUE
Prince George's,,House of Delegates,,Democratic,Kerry Hill,23174,TRUE
Prince George's,,House of Delegates,,Democratic,Obie Patterson,23465,TRUE
Prince George's,,House of Delegates,,Democratic,David M. Valderrama,23269,TRUE
Prince George's,,House of Delegates,,Democratic,James E. Proctor Jr.,20572,TRUE
Prince George's,,House of Delegates,,Democratic,Joseph F. Vallario Jr.,20492,TRUE
Anne Arundel,,House of Delegates,,Democratic,George W. Owings III,2088,TRUE
Anne Arundel,,House of Delegates,,Republican,Joseph J. Rooney,2083,
Calvert,,House of Delegates,,Democratic,George W. Owings III,5515,TRUE
Calvert,,House of Delegates,,Republican,Joseph J. Rooney,3708,
Charles,,House of Delegates,,Democratic,Samuel C. Linton,17268,TRUE
Charles,,House of Delegates,,Democratic,Van T. Mitchell,17835,TRUE
Charles,,House of Delegates,,Republican,James Crawford,12780,
Charles,,House of Delegates,,Republican,Michael D. Hathaway,11756,
Charles,,House of Delegates,,Republican,Thomas E. Hutchins,18012,TRUE
Charles,,House of Delegates,,Republican,(Write-in) George C. Vann,1333,
St. Mary's,,House of Delegates,,Democratic,John F. Wood Jr.,5782,TRUE
St. Mary's,,House of Delegates,,Republican,Shane Mattingly,4584,
St. Mary's,,House of Delegates,,Democratic,John F. Slade III,6327,TRUE
St. Mary's,,House of Delegates,,Republican,Donald Lee O'Neal,3316,
Calvert,,House of Delegates,,Democratic,John M. Gott,5227,
Calvert,,House of Delegates,,Republican,Anthony J. O'Donnell,7568,TRUE
St. Mary's,,House of Delegates,,Democratic,John M. Gott,545,
St. Mary's,,House of Delegates,,Republican,Anthony J. O'Donnell,833,TRUE
Anne Arundel,,House of Delegates,,Democratic,Michael E. Busch,24075,TRUE
Anne Arundel,,House of Delegates,,Democratic,Virginia P. Clagett,24036,TRUE
Anne Arundel,,House of Delegates,,Democratic,Richard D'Amato,20223,TRUE
Anne Arundel,,House of Delegates,,Republican,Phillip Bissett,18690,
Anne Arundel,,House of Delegates,,Republican,Anthony McConkey,12353,
Anne Arundel,,House of Delegates,,Republican,Edward J. Turner,14119,
Anne Arundel,,House of Delegates,,Democratic,Joan Cadden,19214,TRUE
Anne Arundel,,House of Delegates,,Democratic,Thomas J. Fleckenstein,11862,
Anne Arundel,,House of Delegates,,Democratic,Mary Rosso,15372,TRUE
Anne Arundel,,House of Delegates,,Republican,John R. Leopold,21632,TRUE
Anne Arundel,,House of Delegates,,Republican,Victoria L. Schade,15366,
Anne Arundel,,House of Delegates,,Republican,Robert Schaeffer,12092,
Anne Arundel,,House of Delegates,,Democratic,Mary Ann Love,15823,TRUE
Anne Arundel,,House of Delegates,,Democratic,Theodore Sophocleus,15382,TRUE
Anne Arundel,,House of Delegates,,Democratic,Victor Sulin,12658,
Anne Arundel,,House of Delegates,,Republican,Michael W. Burns,13247,
Anne Arundel,,House of Delegates,,Republican,Betty Ann O'Neill,11752,
Anne Arundel,,House of Delegates,,Republican,James E. Rzepkowski,14959,TRUE
Anne Arundel,,House of Delegates,,Democratic,Gayle Powell,16145,
Anne Arundel,,House of Delegates,,Democratic,Marcia Richard,15210,
Anne Arundel,,House of Delegates,,Democratic,Shelia Schneider,14648,
Anne Arundel,,House of Delegates,,Republican,Robert C. Baldwin,23050,TRUE
Anne Arundel,,House of Delegates,,Republican,David Boschert,23173,TRUE
Anne Arundel,,House of Delegates,,Republican,Janet Greenip,23256,TRUE
Harford,,House of Delegates,,Democratic,Mary Dulany James,18357,TRUE
Harford,,House of Delegates,,Democratic,B. Daniel Riley,17798,TRUE
Harford,,House of Delegates,,Democratic,Robin Walter,15370,
Harford,,House of Delegates,,Republican,Charles R. Boutin,17844,TRUE
Harford,,House of Delegates,,Republican,Michael Griffin,15207,
Harford,,House of Delegates,,Republican,Robert E. Shaffner,16236,
Harford,,House of Delegates,,Democratic,Michael G. Comeau,13250,
Harford,,House of Delegates,,Democratic,Lee D. McDaniel,10291,
Harford,,House of Delegates,,Republican,Barry Glassman,17998,TRUE
Harford,,House of Delegates,,Republican,Joanne S. Parrott,14963,TRUE
Cecil,,House of Delegates,,Democratic,David D. Rudolph,6333,TRUE
Cecil,,House of Delegates,,Republican,Robert H. Ward,3433,
Caroline,,House of Delegates,,Democratic,Ronald A. Guns,432,TRUE
Caroline,,House of Delegates,,Republican,Ronald F. Lobos,355,
Cecil,,House of Delegates,,Democratic,Ronald A. Guns,6264,TRUE
Cecil,,House of Delegates,,Republican,Ronald F. Lobos,4275,
Kent,,House of Delegates,,Democratic,Ronald A. Guns,3888,TRUE
Kent,,House of Delegates,,Republican,Ronald F. Lobos,2119,
Queen Anne's,,House of Delegates,,Democratic,Ronald A. Guns,6050,TRUE
Queen Anne's,,House of Delegates,,Republican,Ronald F. Lobos,5585,
Talbot,,House of Delegates,,Democratic,Ronald A. Guns,1023,TRUE
Talbot,,House of Delegates,,Republican,Ronald F. Lobos,967,
Caroline,,House of Delegates,,Democratic,Clarence A. Hawkins,325,
Caroline,,House of Delegates,,Republican,Mary Roe Walkup,462,TRUE
Cecil,,House of Delegates,,Democratic,Clarence A. Hawkins,4173,
Cecil,,House of Delegates,,Republican,Mary Roe Walkup,5095,TRUE
Kent,,House of Delegates,,Democratic,Clarence A. Hawkins,3178,
Kent,,House of Delegates,,Republican,Mary Roe Walkup,3640,TRUE
Queen Anne's,,House of Delegates,,Democratic,Clarence A. Hawkins,4340,
Queen Anne's,,House of Delegates,,Republican,Mary Roe Walkup,7229,TRUE
Talbot,,House of Delegates,,Democratic,Clarence A. Hawkins,639,
Talbot,,House of Delegates,,Republican,Mary Roe Walkup,1294,TRUE
Caroline,,House of Delegates,,Democratic,Wheeler R. Baker,429,TRUE
Caroline,,House of Delegates,,Republican,Richard Sossi,369,
Cecil,,House of Delegates,,Democratic,Wheeler R. Baker,4475,TRUE
Cecil,,House of Delegates,,Republican,Richard Sossi,4735,
Kent,,House of Delegates,,Democratic,Wheeler R. Baker,3378,TRUE
Kent,,House of Delegates,,Republican,Richard Sossi,2505,
Queen Anne's,,House of Delegates,,Democratic,Wheeler R. Baker,7800,TRUE
Queen Anne's,,House of Delegates,,Republican,Richard Sossi,5251,
Talbot,,House of Delegates,,Democratic,Wheeler R. Baker,1027,TRUE
Talbot,,House of Delegates,,Republican,Richard Sossi,947,
Dorchester,,House of Delegates,,Democratic,Rudolph C. Cane,1533,TRUE
Dorchester,,House of Delegates,,Republican,Jacqueline B. Jones,659,
Wicomico,,House of Delegates,,Democratic,Rudolph C. Cane,3028,TRUE
Wicomico,,House of Delegates,,Republican,Jacqueline B. Jones,2061,
Caroline,,House of Delegates,,Democratic,William Steven Brohawn,1723,
Caroline,,House of Delegates,,Republican,Adelaide C. Eckardt,3908,TRUE
Caroline,,House of Delegates,,Republican,Kenneth D. Schisler,3871,TRUE
Dorchester,,House of Delegates,,Democratic,William Steven Brohawn,2208,
Dorchester,,House of Delegates,,Republican,Adelaide C. Eckardt,4826,TRUE
Dorchester,,House of Delegates,,Republican,Kenneth D. Schisler,3332,TRUE
Talbot,,House of Delegates,,Democratic,William Steven Brohawn,2335,
Talbot,,House of Delegates,,Republican,Adelaide C. Eckardt,5970,TRUE
Talbot,,House of Delegates,,Republican,Kenneth D. Schisler,6924,TRUE
Wicomico,,House of Delegates,,Democratic,William Steven Brohawn,1074,
Wicomico,,House of Delegates,,Republican,Adelaide C. Eckardt,1854,TRUE
Wicomico,,House of Delegates,,Republican,Kenneth D. Schisler,1477,TRUE
Somerset,,House of Delegates,,Democratic,Ernest J. Leatherbury Sr.,3192,
Somerset,,House of Delegates,,Republican,Charles McClenahan,3129,TRUE
Wicomico,,House of Delegates,,Democratic,Ernest J. Leatherbury Sr.,5802,
Wicomico,,House of Delegates,,Republican,Charles McClenahan,6378,TRUE
Worcester,,House of Delegates,,Democratic,Ernest J. Leatherbury Sr.,6717,
Worcester,,House of Delegates,,Republican,Charles McClenahan,7605,TRUE
Somerset,,House of Delegates,,Democratic,Norman H. Conway,3265,TRUE
Somerset,,House of Delegates,,Republican,Christopher Mills,2388,
Wicomico,,House of Delegates,,Democratic,Norman H. Conway,7363,TRUE
Wicomico,,House of Delegates,,Republican,Christopher Mills,5965,
Worcester,,House of Delegates,,Democratic,Norman H. Conway,7656,TRUE
Worcester,,House of Delegates,,Republican,Christopher Mills,6543,
Somerset,,House of Delegates,,Democratic,Bennett Bozman,3942,TRUE
Somerset,,House of Delegates,,Republican,Joseph Frederick Schanno,1431,
Wicomico,,House of Delegates,,Democratic,Bennett Bozman,7363,TRUE
Wicomico,,House of Delegates,,Republican,Joseph Frederick Schanno,4184,
Worcester,,House of Delegates,,Democratic,Bennett Bozman,9850,TRUE
