county,precinct,office,district,party,candidate,votes,winner
Cecil,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,8360,TRUE
Cecil,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,12181,
Cecil,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,21,
Charles,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,14293,TRUE
Charles,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,17824,
Charles,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,17,
Dorchester,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,4324,TRUE
Dorchester,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,5055,
Dorchester,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,1,
Frederick,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,21597,TRUE
Frederick,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,32116,
Frederick,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,3,
Garrett,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,3026,TRUE
Garrett,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,5311,
Garrett,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,0,
Harford,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,28428,TRUE
Harford,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,44300,
Harford,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,53,
Howard,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,44378,TRUE
Howard,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,38855,
Howard,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,22,
Kent,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,2937,TRUE
Kent,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,3913,
Kent,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,3,
Montgomery,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,171800,TRUE
Montgomery,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,103995,
Montgomery,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,5,
Prince George's,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,146746,TRUE
Prince George's,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,51371,
Prince George's,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,18,
Queen Anne's,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,4883,TRUE
Queen Anne's,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,8325,
Queen Anne's,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,16,
St. Mary's,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,9929,TRUE
St. Mary's,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,11880,
St. Mary's,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,5,
Somerset,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,2446,TRUE
Somerset,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,3829,
Somerset,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,1,
Talbot,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,4404,TRUE
Talbot,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,7444,
Talbot,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,0,
Washington,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,13756,TRUE
Washington,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,20856,
Washington,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,1,
Wicomico,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,9475,TRUE
Wicomico,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,12336,
Wicomico,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,2,
Worcester,,Governor,,Democratic,Parris N. Glendening/Kathleen Kennedy Townsend,6980,TRUE
Worcester,,Governor,,Republican,Ellen R. Sauerbrey/Richard D. Bennett,8693,
Worcester,,Governor,,Democratic,(Write-in) Jacqueline Crabtree/Frankie Wayne Jackson,5,
Allegany,,Comptroller 005,,Democratic,William Donald Schaefer,12352,TRUE
Allegany,,Comptroller 005,,Republican,Larry Mark Epstein,6810,
Allegany,,Comptroller 005,,Democratic,(Write-in) Lih Young,0,
Allegany,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Anne Arundel,,Comptroller 005,,Democratic,William Donald Schaefer,85218,TRUE
Anne Arundel,,Comptroller 005,,Republican,Larry Mark Epstein,66638,
Anne Arundel,,Comptroller 005,,Democratic,(Write-in) Lih Young,265,
Anne Arundel,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Baltimore City,,Comptroller 005,,Democratic,William Donald Schaefer,128576,TRUE
Baltimore City,,Comptroller 005,,Republican,Larry Mark Epstein,19090,
Baltimore City,,Comptroller 005,,Democratic,(Write-in) Lih Young,20,
Baltimore City,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,4,
Baltimore,,Comptroller 005,,Democratic,William Donald Schaefer,158895,TRUE
Baltimore,,Comptroller 005,,Republican,Larry Mark Epstein,80371,
Baltimore,,Comptroller 005,,Democratic,(Write-in) Lih Young,19,
Baltimore,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Calvert,,Comptroller 005,,Democratic,William Donald Schaefer,10758,TRUE
Calvert,,Comptroller 005,,Republican,Larry Mark Epstein,11132,
Calvert,,Comptroller 005,,Democratic,(Write-in) Lih Young,6,
Calvert,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Caroline,,Comptroller 005,,Democratic,William Donald Schaefer,1536,TRUE
Caroline,,Comptroller 005,,Republican,Larry Mark Epstein,5258,
Caroline,,Comptroller 005,,Democratic,(Write-in) Lih Young,0,
Caroline,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,8,
Carroll,,Comptroller 005,,Democratic,William Donald Schaefer,21852,TRUE
Carroll,,Comptroller 005,,Republican,Larry Mark Epstein,25190,
Carroll,,Comptroller 005,,Democratic,(Write-in) Lih Young,0,
Carroll,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Cecil,,Comptroller 005,,Democratic,William Donald Schaefer,10021,TRUE
Cecil,,Comptroller 005,,Republican,Larry Mark Epstein,10150,
Cecil,,Comptroller 005,,Democratic,(Write-in) Lih Young,20,
Cecil,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,2,
Charles,,Comptroller 005,,Democratic,William Donald Schaefer,15588,TRUE
Charles,,Comptroller 005,,Republican,Larry Mark Epstein,15657,
Charles,,Comptroller 005,,Democratic,(Write-in) Lih Young,43,
Charles,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Dorchester,,Comptroller 005,,Democratic,William Donald Schaefer,3707,TRUE
Dorchester,,Comptroller 005,,Republican,Larry Mark Epstein,4619,
Dorchester,,Comptroller 005,,Democratic,(Write-in) Lih Young,0,
Dorchester,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Frederick,,Comptroller 005,,Democratic,William Donald Schaefer,21610,TRUE
Frederick,,Comptroller 005,,Republican,Larry Mark Epstein,31002,
Frederick,,Comptroller 005,,Democratic,(Write-in) Lih Young,1,
Frederick,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,2,
Garrett,,Comptroller 005,,Democratic,William Donald Schaefer,3128,TRUE
Garrett,,Comptroller 005,,Republican,Larry Mark Epstein,4839,
Garrett,,Comptroller 005,,Democratic,(Write-in) Lih Young,0,
Garrett,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Harford,,Comptroller 005,,Democratic,William Donald Schaefer,43015,TRUE
Harford,,Comptroller 005,,Republican,Larry Mark Epstein,29307,
Harford,,Comptroller 005,,Democratic,(Write-in) Lih Young,26,
Harford,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Howard,,Comptroller 005,,Democratic,William Donald Schaefer,49788,TRUE
Howard,,Comptroller 005,,Republican,Larry Mark Epstein,32258,
Howard,,Comptroller 005,,Democratic,(Write-in) Lih Young,5,
Howard,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Kent,,Comptroller 005,,Democratic,William Donald Schaefer,2928,TRUE
Kent,,Comptroller 005,,Republican,Larry Mark Epstein,3733,
Kent,,Comptroller 005,,Democratic,(Write-in) Lih Young,1,
Kent,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Montgomery,,Comptroller 005,,Democratic,William Donald Schaefer,164541,TRUE
Montgomery,,Comptroller 005,,Republican,Larry Mark Epstein,103492,
Montgomery,,Comptroller 005,,Democratic,(Write-in) Lih Young,342,
Montgomery,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,4,
Prince George's,,Comptroller 005,,Democratic,William Donald Schaefer,141545,TRUE
Prince George's,,Comptroller 005,,Republican,Larry Mark Epstein,42500,
Prince George's,,Comptroller 005,,Democratic,(Write-in) Lih Young,11,
Prince George's,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Queen Anne's,,Comptroller 005,,Democratic,William Donald Schaefer,4504,TRUE
Queen Anne's,,Comptroller 005,,Republican,Larry Mark Epstein,8522,
Queen Anne's,,Comptroller 005,,Democratic,(Write-in) Lih Young,17,
Queen Anne's,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,21,
St. Mary's,,Comptroller 005,,Democratic,William Donald Schaefer,10629,TRUE
St. Mary's,,Comptroller 005,,Republican,Larry Mark Epstein,10704,
St. Mary's,,Comptroller 005,,Democratic,(Write-in) Lih Young,6,
St. Mary's,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Somerset,,Comptroller 005,,Democratic,William Donald Schaefer,2633,TRUE
Somerset,,Comptroller 005,,Republican,Larry Mark Epstein,3398,
Somerset,,Comptroller 005,,Democratic,(Write-in) Lih Young,0,
Somerset,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Talbot,,Comptroller 005,,Democratic,William Donald Schaefer,3055,TRUE
Talbot,,Comptroller 005,,Republican,Larry Mark Epstein,8489,
Talbot,,Comptroller 005,,Democratic,(Write-in) Lih Young,6,
Talbot,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,15,
Washington,,Comptroller 005,,Democratic,William Donald Schaefer,11611,TRUE
Washington,,Comptroller 005,,Republican,Larry Mark Epstein,22021,
Washington,,Comptroller 005,,Democratic,(Write-in) Lih Young,2,
Washington,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Wicomico,,Comptroller 005,,Democratic,William Donald Schaefer,8318,TRUE
Wicomico,,Comptroller 005,,Republican,Larry Mark Epstein,12927,
Wicomico,,Comptroller 005,,Democratic,(Write-in) Lih Young,1,
Wicomico,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,1,
Worcester,,Comptroller 005,,Democratic,William Donald Schaefer,8245,TRUE
Worcester,,Comptroller 005,,Republican,Larry Mark Epstein,7184,
Worcester,,Comptroller 005,,Democratic,(Write-in) Lih Young,0,
Worcester,,Comptroller 005,,Republican,(Write-in) Robert W. Kearns,0,
Allegany,,Attorney General,,Democratic,J. Joseph Curran Jr.,8866,TRUE
Allegany,,Attorney General,,Republican,Paul H. Rappaport,7066,
Anne Arundel,,Attorney General,,Democratic,J. Joseph Curran Jr.,81868,TRUE
Anne Arundel,,Attorney General,,Republican,Paul H. Rappaport,66961,
Baltimore City,,Attorney General,,Democratic,J. Joseph Curran Jr.,130334,TRUE
Baltimore City,,Attorney General,,Republican,Paul H. Rappaport,15767,
Baltimore,,Attorney General,,Democratic,J. Joseph Curran Jr.,156484,TRUE
Baltimore,,Attorney General,,Republican,Paul H. Rappaport,79855,
Calvert,,Attorney General,,Democratic,J. Joseph Curran Jr.,10758,TRUE
Calvert,,Attorney General,,Republican,Paul H. Rappaport,10121,
Caroline,,Attorney General,,Democratic,J. Joseph Curran Jr.,3260,TRUE
Caroline,,Attorney General,,Republican,Paul H. Rappaport,3308,
Carroll,,Attorney General,,Democratic,J. Joseph Curran Jr.,19945,TRUE
Carroll,,Attorney General,,Republican,Paul H. Rappaport,25901,
Cecil,,Attorney General,,Democratic,J. Joseph Curran Jr.,10151,TRUE
Cecil,,Attorney General,,Republican,Paul H. Rappaport,9417,
Charles,,Attorney General,,Democratic,J. Joseph Curran Jr.,15916,TRUE
Charles,,Attorney General,,Republican,Paul H. Rappaport,14279,
Dorchester,,Attorney General,,Democratic,J. Joseph Curran Jr.,4828,TRUE
Dorchester,,Attorney General,,Republican,Paul H. Rappaport,3023,
Frederick,,Attorney General,,Democratic,J. Joseph Curran Jr.,23022,TRUE
Frederick,,Attorney General,,Republican,Paul H. Rappaport,27631,
Garrett,,Attorney General,,Democratic,J. Joseph Curran Jr.,2637,TRUE
Garrett,,Attorney General,,Republican,Paul H. Rappaport,4794,
Harford,,Attorney General,,Democratic,J. Joseph Curran Jr.,39668,TRUE
Harford,,Attorney General,,Republican,Paul H. Rappaport,31052,
Howard,,Attorney General,,Democratic,J. Joseph Curran Jr.,42362,TRUE
Howard,,Attorney General,,Republican,Paul H. Rappaport,38898,
Kent,,Attorney General,,Democratic,J. Joseph Curran Jr.,3812,TRUE
Kent,,Attorney General,,Republican,Paul H. Rappaport,2498,
Montgomery,,Attorney General,,Democratic,J. Joseph Curran Jr.,167985,TRUE
Montgomery,,Attorney General,,Republican,Paul H. Rappaport,95501,
Prince George's,,Attorney General,,Democratic,J. Joseph Curran Jr.,140892,TRUE
Prince George's,,Attorney General,,Republican,Paul H. Rappaport,38296,
Queen Anne's,,Attorney General,,Democratic,J. Joseph Curran Jr.,6420,TRUE
Queen Anne's,,Attorney General,,Republican,Paul H. Rappaport,6303,
St. Mary's,,Attorney General,,Democratic,J. Joseph Curran Jr.,11132,TRUE
St. Mary's,,Attorney General,,Republican,Paul H. Rappaport,9207,
Somerset,,Attorney General,,Democratic,J. Joseph Curran Jr.,2964,TRUE
Somerset,,Attorney General,,Republican,Paul H. Rappaport,2624,
Talbot,,Attorney General,,Democratic,J. Joseph Curran Jr.,5407,TRUE
Talbot,,Attorney General,,Republican,Paul H. Rappaport,5789,
Washington,,Attorney General,,Democratic,J. Joseph Curran Jr.,14224,TRUE
Washington,,Attorney General,,Republican,Paul H. Rappaport,17443,
Wicomico,,Attorney General,,Democratic,J. Joseph Curran Jr.,11043,TRUE
Wicomico,,Attorney General,,Republican,Paul H. Rappaport,9459,
Worcester,,Attorney General,,Democratic,J. Joseph Curran Jr.,8677,TRUE
Worcester,,Attorney General,,Republican,Paul H. Rappaport,6237,
Allegany,,U.S. Senator,,Democratic,Barbara Ann Mikulski,13077,TRUE
Allegany,,U.S. Senator,,Republican,Ross Z. Pierpont,6344,
Anne Arundel,,U.S. Senator,,Democratic,Barbara Ann Mikulski,97955,TRUE
Anne Arundel,,U.S. Senator,,Republican,Ross Z. Pierpont,54834,
Baltimore City,,U.S. Senator,,Democratic,Barbara Ann Mikulski,135726,TRUE
Baltimore City,,U.S. Senator,,Republican,Ross Z. Pierpont,15539,
Baltimore,,U.S. Senator,,Democratic,Barbara Ann Mikulski,162327,TRUE
Baltimore,,U.S. Senator,,Republican,Ross Z. Pierpont,77048,
Calvert,,U.S. Senator,,Democratic,Barbara Ann Mikulski,14057,TRUE
Calvert,,U.S. Senator,,Republican,Ross Z. Pierpont,8031,
Caroline,,U.S. Senator,,Democratic,Barbara Ann Mikulski,4089,TRUE
Caroline,,U.S. Senator,,Republican,Ross Z. Pierpont,2714,
Carroll,,U.S. Senator,,Democratic,Barbara Ann Mikulski,24200,TRUE
Carroll,,U.S. Senator,,Republican,Ross Z. Pierpont,22815,
Cecil,,U.S. Senator,,Democratic,Barbara Ann Mikulski,12593,TRUE
Cecil,,U.S. Senator,,Republican,Ross Z. Pierpont,7749,
Charles,,U.S. Senator,,Democratic,Barbara Ann Mikulski,20175,TRUE
Charles,,U.S. Senator,,Republican,Ross Z. Pierpont,11356,
Dorchester,,U.S. Senator,,Democratic,Barbara Ann Mikulski,6007,TRUE
Dorchester,,U.S. Senator,,Republican,Ross Z. Pierpont,2630,
Frederick,,U.S. Senator,,Democratic,Barbara Ann Mikulski,30235,TRUE
Frederick,,U.S. Senator,,Republican,Ross Z. Pierpont,22829,
Garrett,,U.S. Senator,,Democratic,Barbara Ann Mikulski,3708,TRUE
Garrett,,U.S. Senator,,Republican,Ross Z. Pierpont,4309,
Harford,,U.S. Senator,,Democratic,Barbara Ann Mikulski,43938,TRUE
Harford,,U.S. Senator,,Republican,Ross Z. Pierpont,28462,
Howard,,U.S. Senator,,Democratic,Barbara Ann Mikulski,55493,TRUE
Howard,,U.S. Senator,,Republican,Ross Z. Pierpont,27099,
Kent,,U.S. Senator,,Democratic,Barbara Ann Mikulski,4689,TRUE
Kent,,U.S. Senator,,Republican,Ross Z. Pierpont,2027,
Montgomery,,U.S. Senator,,Democratic,Barbara Ann Mikulski,199461,TRUE
Montgomery,,U.S. Senator,,Republican,Ross Z. Pierpont,73543,
Prince George's,,U.S. Senator,,Democratic,Barbara Ann Mikulski,158184,TRUE
Prince George's,,U.S. Senator,,Republican,Ross Z. Pierpont,30753,
Queen Anne's,,U.S. Senator,,Democratic,Barbara Ann Mikulski,8103,TRUE
Queen Anne's,,U.S. Senator,,Republican,Ross Z. Pierpont,5004,
St. Mary's,,U.S. Senator,,Democratic,Barbara Ann Mikulski,14440,TRUE
St. Mary's,,U.S. Senator,,Republican,Ross Z. Pierpont,7067,
Somerset,,U.S. Senator,,Democratic,Barbara Ann Mikulski,4037,TRUE
Somerset,,U.S. Senator,,Republican,Ross Z. Pierpont,2063,
Talbot,,U.S. Senator,,Democratic,Barbara Ann Mikulski,6938,TRUE
Talbot,,U.S. Senator,,Republican,Ross Z. Pierpont,4655,
Washington,,U.S. Senator,,Democratic,Barbara Ann Mikulski,19228,TRUE
Washington,,U.S. Senator,,Republican,Ross Z. Pierpont,14798,
Wicomico,,U.S. Senator,,Democratic,Barbara Ann Mikulski,13679,TRUE
Wicomico,,U.S. Senator,,Republican,Ross Z. Pierpont,7867,
Worcester,,U.S. Senator,,Democratic,Barbara Ann Mikulski,10471,TRUE
Worcester,,U.S. Senator,,Republican,Ross Z. Pierpont,5101,
Anne Arundel,,Representative in Congress,,Democratic,Irving Pinder,28611,
Anne Arundel,,Representative in Congress,,Republican,Wayne T. Gilchrest,56982,TRUE
Baltimore City,,Representative in Congress,,Democratic,Irving Pinder,628,
Baltimore City,,Representative in Congress,,Republican,Wayne T. Gilchrest,707,TRUE
Caroline,,Representative in Congress,,Democratic,Irving Pinder,1693,
Caroline,,Representative in Congress,,Republican,Wayne T. Gilchrest,5119,TRUE
Cecil,,Representative in Congress,,Democratic,Irving Pinder,5967,
Cecil,,Representative in Congress,,Republican,Wayne T. Gilchrest,13860,TRUE
Dorchester,,Representative in Congress,,Democratic,Irving Pinder,2693,
Dorchester,,Representative in Congress,,Republican,Wayne T. Gilchrest,5741,TRUE
Kent,,Representative in Congress,,Democratic,Irving Pinder,1727,
Kent,,Representative in Congress,,Republican,Wayne T. Gilchrest,5039,TRUE
Queen Anne's,,Representative in Congress,,Democratic,Irving Pinder,4569,
Queen Anne's,,Representative in Congress,,Republican,Wayne T. Gilchrest,8567,TRUE
Somerset,,Representative in Congress,,Democratic,Irving Pinder,1713,
Somerset,,Representative in Congress,,Republican,Wayne T. Gilchrest,4324,TRUE
Talbot,,Representative in Congress,,Democratic,Irving Pinder,2473,
Talbot,,Representative in Congress,,Republican,Wayne T. Gilchrest,9161,TRUE
Wicomico,,Representative in Congress,,Democratic,Irving Pinder,6186,
Wicomico,,Representative in Congress,,Republican,Wayne T. Gilchrest,15137,TRUE
Worcester,,Representative in Congress,,Democratic,Irving Pinder,4190,
Worcester,,Representative in Congress,,Republican,Wayne T. Gilchrest,11134,TRUE
Anne Arundel,,Representative in Congress,,Democratic,Kenneth T. Bosley,5005,
Anne Arundel,,Representative in Congress,,Republican,Robert L. Ehrlich Jr.,12071,TRUE
Anne Arundel,,Representative in Congress,,Independent,(Write-in) John J. Sweeney,2,
Baltimore,,Representative in Congress,,Democratic,Kenneth T. Bosley,39215,
Baltimore,,Representative in Congress,,Republican,Robert L. Ehrlich Jr.,82902,TRUE
Baltimore,,Representative in Congress,,Independent,(Write-in) John J. Sweeney,7,
Harford,,Representative in Congress,,Democratic,Kenneth T. Bosley,20254,
Harford,,Representative in Congress,,Republican,Robert L. Ehrlich Jr.,50738,TRUE
Harford,,Representative in Congress,,Independent,(Write-in) John J. Sweeney,12,
Anne Arundel,,Representative in Congress,,Democratic,Benjamin L. Cardin,10436,TRUE
Anne Arundel,,Representative in Congress,,Republican,Colin Felix Harby,5011,
Baltimore City,,Representative in Congress,,Democratic,Benjamin L. Cardin,46361,TRUE
Baltimore City,,Representative in Congress,,Republican,Colin Felix Harby,9254,
Baltimore,,Representative in Congress,,Democratic,Benjamin L. Cardin,55275,TRUE
Baltimore,,Representative in Congress,,Republican,Colin Felix Harby,16002,
Howard,,Representative in Congress,,Democratic,Benjamin L. Cardin,25429,TRUE
Howard,,Representative in Congress,,Republican,Colin Felix Harby,9400,
Montgomery,,Representative in Congress,,Democratic,Albert R. Wynn,35944,TRUE
Montgomery,,Representative in Congress,,Republican,John B. Kimble,11881,
Prince George's,,Representative in Congress,,Democratic,Albert R. Wynn,93195,TRUE
Prince George's,,Representative in Congress,,Republican,John B. Kimble,9637,
Anne Arundel,,Representative in Congress,,Democratic,Steny Hoyer,15471,TRUE
Anne Arundel,,Representative in Congress,,Republican,Robert B. Ostrom,14679,
Calvert,,Representative in Congress,,Democratic,Steny Hoyer,13067,TRUE
Calvert,,Representative in Congress,,Republican,Robert B. Ostrom,9040,
Charles,,Representative in Congress,,Democratic,Steny Hoyer,20414,TRUE
Charles,,Representative in Congress,,Republican,Robert B. Ostrom,11319,
Prince George's,,Representative in Congress,,Democratic,Steny Hoyer,63545,TRUE
Prince George's,,Representative in Congress,,Republican,Robert B. Ostrom,24753,
St. Mary's,,Representative in Congress,,Democratic,Steny Hoyer,14295,TRUE
St. Mary's,,Representative in Congress,,Republican,Robert B. Ostrom,7385,
Allegany,,Representative in Congress,,Democratic,Timothy D. McCown,6039,
Allegany,,Representative in Congress,,Republican,Roscoe Bartlett,11534,TRUE
Carroll,,Representative in Congress,,Democratic,Timothy D. McCown,13489,
Carroll,,Representative in Congress,,Republican,Roscoe Bartlett,31895,TRUE
Frederick,,Representative in Congress,,Democratic,Timothy D. McCown,20374,
Frederick,,Representative in Congress,,Republican,Roscoe Bartlett,32300,TRUE
Garrett,,Representative in Congress,,Democratic,Timothy D. McCown,1865,
Garrett,,Representative in Congress,,Republican,Roscoe Bartlett,6157,TRUE
Howard,,Representative in Congress,,Democratic,Timothy D. McCown,19622,
Howard,,Representative in Congress,,Republican,Roscoe Bartlett,24964,TRUE
Washington,,Representative in Congress,,Democratic,Timothy D. McCown,12339,
Washington,,Representative in Congress,,Republican,Roscoe Bartlett,20952,TRUE
Baltimore City,,Representative in Congress,,Democratic,Elijah E. Cummings,84558,TRUE
Baltimore City,,Representative in Congress,,Republican,(Write-in) Dorothy C. Jennings,5,
Baltimore City,,Representative in Congress,,Republican,Kenneth Kondner,4872,
Baltimore,,Representative in Congress,,Democratic,Elijah E. Cummings,28141,TRUE
Baltimore,,Representative in Congress,,Republican,(Write-in) Dorothy C. Jennings,1,
Baltimore,,Representative in Congress,,Republican,Kenneth Kondner,13870,
Montgomery,,Representative in Congress,,Democratic,Ralph G. Neas,87497,
Montgomery,,Representative in Congress,,Republican,Constance A. Morella,133145,TRUE
Montgomery,,Representative in Congress,,Natural-Law,(Write-in) Kevin Carmody,106,
Allegany,,State Senator,,Republican,John J. Hafer,13805,TRUE
Garrett,,State Senator,,Republican,John J. Hafer,6747,TRUE
Washington,,State Senator,,Republican,Donald F. Munson,22347,TRUE
Frederick,,State Senator,,Democratic,Ronald S. Bird,11958,
Frederick,,State Senator,,Republican,Alexander X. Mooney,14006,TRUE
Washington,,State Senator,,Democratic,Ronald S. Bird,2254,
Washington,,State Senator,,Republican,Alexander X. Mooney,4393,TRUE
Carroll,,State Senator,,Democratic,George Hayes Littrell Jr.,2517,
Carroll,,State Senator,,Republican,Timothy R. Ferguson,5615,TRUE
Frederick,,State Senator,,Democratic,George Hayes Littrell Jr.,13139,
Frederick,,State Senator,,Republican,Timothy R. Ferguson,13363,TRUE
Carroll,,State Senator,,Republican,Larry E. Haines,29341,TRUE
Baltimore,,State Senator,,Democratic,Michael J. Collins,13211,TRUE
Baltimore,,State Senator,,Republican,Kenneth C. Holt,10028,
Harford,,State Senator,,Democratic,Michael J. Collins,940,TRUE
Harford,,State Senator,,Republican,Kenneth C. Holt,1435,
Baltimore,,State Senator,,Democratic,Norman R. Stone Jr.,21142,TRUE
Baltimore City,,State Senator,,Democratic,Thomas L. Bromwell,916,TRUE
Baltimore City,,State Senator,,Republican,William Rush,397,
